Timestamp,DiskUsedMB,DiskUsedPct,GrowthRateMB/min,FilesCount,IOps
2026-01-31 13:18:16,1409,5,55.00,11416,0
2026-01-31 13:18:27,1416,5,38.18,11469,0
2026-01-31 13:18:38,1426,5,54.54,11605,0
2026-01-31 13:18:49,1436,5,54.54,11710,0
2026-01-31 13:19:00,1445,5,49.09,11803,0
2026-01-31 13:19:12,1451,5,32.72,11724,0
2026-01-31 13:19:23,1462,5,55.00,11816,0
2026-01-31 13:19:34,1470,5,43.63,11909,0
2026-01-31 13:19:45,1479,5,49.09,12009,0
2026-01-31 13:19:57,1493,5,70.00,12146,0
2026-01-31 13:20:08,1494,5,5.45,12029,0
2026-01-31 13:20:19,1504,5,54.54,12106,0
2026-01-31 13:20:30,1515,5,60.00,12238,0
2026-01-31 13:20:41,1523,5,43.63,12312,0
2026-01-31 13:20:52,1532,5,49.09,12418,0
2026-01-31 13:21:04,1546,5,70.00,12525,0
2026-01-31 13:21:15,1548,5,10.90,12464,0
2026-01-31 13:21:26,1561,5,70.90,12564,0
2026-01-31 13:21:37,1568,5,38.18,12658,0
2026-01-31 13:21:48,1576,5,43.63,12766,0
2026-01-31 13:21:59,1584,5,43.63,12838,0
2026-01-31 13:22:11,1591,5,35.00,12792,0
2026-01-31 13:22:22,1600,5,49.09,12879,0
2026-01-31 13:22:33,1611,5,60.00,12969,0
2026-01-31 13:22:45,1624,5,70.90,13072,0
2026-01-31 13:22:56,1630,5,30.00,13174,0
2026-01-31 13:23:07,1635,5,27.27,12977,0
2026-01-31 13:23:18,1650,5,81.81,13156,0
2026-01-31 13:23:29,1657,5,38.18,13312,0
2026-01-31 13:23:41,1664,5,35.00,13355,0
2026-01-31 13:23:52,1674,5,54.54,13472,0
2026-01-31 13:24:03,1681,5,38.18,13607,0
2026-01-31 13:24:14,1700,5,103.63,13544,0
2026-01-31 13:24:25,1696,5,-21.81,13608,0
2026-01-31 13:24:36,1707,5,60.00,13678,0
2026-01-31 13:24:47,1718,5,60.00,13805,0
2026-01-31 13:24:58,1725,5,38.18,13880,0
2026-01-31 13:25:10,1736,5,55.00,13795,0
2026-01-31 13:25:21,1741,5,27.27,13931,0
2026-01-31 13:25:32,1750,5,49.09,14043,0
2026-01-31 13:25:43,1759,5,49.09,14130,0
2026-01-31 13:25:55,1772,5,65.00,14252,0
2026-01-31 13:26:06,1781,5,49.09,14363,0
2026-01-31 13:26:17,1799,5,98.18,14320,0
2026-01-31 13:26:28,1793,5,-32.72,14332,0
2026-01-31 13:26:39,1804,5,60.00,14422,0
2026-01-31 13:26:51,1812,5,43.63,14564,0
2026-01-31 13:27:02,1822,5,50.00,14648,0
2026-01-31 13:27:13,1829,5,38.18,14571,0
2026-01-31 13:27:24,1845,5,87.27,14701,0
2026-01-31 13:27:35,1848,5,16.36,14787,0
2026-01-31 13:27:47,1856,5,40.00,14885,0
2026-01-31 13:27:58,1866,5,54.54,14987,0
2026-01-31 13:28:09,1883,5,92.72,15085,0
2026-01-31 13:28:20,1891,6,43.63,15025,0
2026-01-31 13:28:31,1889,6,-10.90,15068,0
2026-01-31 13:28:43,1898,6,45.00,15158,0
2026-01-31 13:28:54,1908,6,54.54,15270,0
2026-01-31 13:29:05,1916,6,43.63,15359,0
2026-01-31 13:29:16,1922,6,32.72,15237,0
2026-01-31 13:29:27,1932,6,54.54,15376,0
2026-01-31 13:29:38,1940,6,43.63,15468,0
2026-01-31 13:29:49,1948,6,43.63,15561,0
2026-01-31 13:30:01,1964,6,87.27,15634,0
2026-01-31 13:30:12,1967,6,15.00,15740,0
2026-01-31 13:30:23,1974,6,38.18,15662,0
2026-01-31 13:30:34,1982,6,43.63,15735,0
2026-01-31 13:30:45,1992,6,54.54,15854,0
2026-01-31 13:30:56,2001,6,49.09,15970,0
2026-01-31 13:31:07,2012,6,60.00,16080,0
2026-01-31 13:31:18,2013,6,5.45,15912,0
2026-01-31 13:31:30,2025,6,65.45,16053,0
2026-01-31 13:31:41,2036,6,55.00,16188,0
2026-01-31 13:31:52,2042,6,32.72,16252,0
2026-01-31 13:32:03,2051,6,49.09,16367,0
2026-01-31 13:32:14,2060,6,49.09,16478,0
2026-01-31 13:32:26,2065,6,27.27,16360,0
2026-01-31 13:32:37,2079,6,70.00,16485,0
2026-01-31 13:32:48,2085,6,32.72,16570,0
2026-01-31 13:32:59,2097,6,65.45,16668,0
2026-01-31 13:33:11,2108,6,60.00,16793,0
2026-01-31 13:33:22,2109,6,5.00,16674,0
2026-01-31 13:33:33,2118,6,49.09,16825,0
2026-01-31 13:33:44,2129,6,60.00,16919,0
2026-01-31 13:33:56,2139,6,54.54,17032,0
2026-01-31 13:34:07,2147,6,40.00,17131,0
2026-01-31 13:34:18,2150,6,16.36,16954,0
2026-01-31 13:34:29,2160,6,54.54,17131,0
2026-01-31 13:34:40,2170,6,54.54,17257,0
2026-01-31 13:34:51,2182,6,65.45,17353,0
2026-01-31 13:35:02,2190,6,43.63,17451,0
2026-01-31 13:35:13,2198,6,43.63,17549,0
2026-01-31 13:35:25,2203,6,27.27,17469,0
2026-01-31 13:35:36,2213,6,50.00,17570,0
2026-01-31 13:35:47,2221,6,43.63,17670,0
2026-01-31 13:35:58,2230,6,49.09,17752,0
2026-01-31 13:36:09,2239,6,49.09,17894,0
2026-01-31 13:36:21,2247,6,43.63,17756,0
2026-01-31 13:36:32,2256,6,45.00,17878,0
2026-01-31 13:36:43,2264,6,43.63,17959,0
2026-01-31 13:36:54,2273,6,49.09,18061,0
2026-01-31 13:37:06,2288,6,75.00,18158,0
2026-01-31 13:37:17,2296,6,43.63,18282,0
2026-01-31 13:37:28,2308,6,65.45,18223,0
2026-01-31 13:37:39,2307,6,-5.45,18307,0
2026-01-31 13:37:51,2318,6,60.00,18396,0
2026-01-31 13:38:02,2326,6,40.00,18492,0
2026-01-31 13:38:13,2336,6,54.54,18593,0
2026-01-31 13:38:24,2345,6,49.09,18494,0
2026-01-31 13:38:35,2351,6,32.72,18582,0
2026-01-31 13:38:47,2365,6,76.36,18709,0
2026-01-31 13:38:58,2367,6,10.00,18798,0
2026-01-31 13:39:09,2377,6,54.54,18908,0
2026-01-31 13:39:21,2387,6,54.54,19006,0
2026-01-31 13:39:32,2392,6,25.00,18938,0
2026-01-31 13:39:43,2402,6,54.54,19011,0
2026-01-31 13:39:54,2411,6,49.09,19116,0
2026-01-31 13:40:05,2425,6,76.36,19236,0
2026-01-31 13:40:16,2431,6,32.72,19318,0
2026-01-31 13:40:27,2433,6,10.90,19181,0
2026-01-31 13:40:39,2445,6,65.45,19331,0
2026-01-31 13:40:50,2458,6,65.00,19443,0
2026-01-31 13:41:01,2463,6,27.27,19538,0
2026-01-31 13:41:13,2475,6,65.45,19639,0
2026-01-31 13:41:24,2477,6,10.00,19518,0
2026-01-31 13:41:35,2492,6,81.81,19674,0
2026-01-31 13:41:46,2497,6,27.27,19779,0
2026-01-31 13:41:57,2509,6,65.45,19871,0
2026-01-31 13:42:09,2514,6,27.27,19979,0
2026-01-31 13:42:20,2526,7,60.00,20068,0
2026-01-31 13:42:31,2528,6,10.90,19959,0
2026-01-31 13:42:42,2538,7,54.54,20052,0
2026-01-31 13:42:54,2548,7,50.00,20176,0
2026-01-31 13:43:05,2559,7,60.00,20292,0
2026-01-31 13:43:17,2568,7,45.00,20408,0
2026-01-31 13:43:28,2583,7,81.81,20291,0
2026-01-31 13:43:39,2582,7,-5.45,20413,0
2026-01-31 13:43:51,2597,7,75.00,20494,0
2026-01-31 13:44:02,2603,7,32.72,20605,0
2026-01-31 13:44:13,2612,7,49.09,20710,0
2026-01-31 13:44:25,2626,7,76.36,20805,0
2026-01-31 13:44:36,2630,7,20.00,20709,0
2026-01-31 13:44:47,2635,7,27.27,20789,0
2026-01-31 13:44:58,2647,7,65.45,20929,0
2026-01-31 13:45:09,2659,7,65.45,21000,0
2026-01-31 13:45:20,2666,7,38.18,21129,0
2026-01-31 13:45:31,2668,7,10.90,20966,0
2026-01-31 13:45:43,2677,7,49.09,21139,0
2026-01-31 13:45:54,2688,7,55.00,21216,0
2026-01-31 13:46:05,2695,7,38.18,21320,0
2026-01-31 13:46:17,2717,7,120.00,21440,0
2026-01-31 13:46:28,2713,7,-20.00,21536,0
2026-01-31 13:46:39,2725,7,65.45,21440,0
2026-01-31 13:46:50,2157,6,-3098.18,7939,0
2026-01-31 13:47:01,2140,6,-92.72,7960,0
2026-01-31 13:47:12,2147,6,38.18,8043,0
2026-01-31 13:47:23,2154,6,38.18,8141,0
2026-01-31 13:47:34,2157,6,16.36,7998,0
2026-01-31 13:47:45,2169,6,65.45,8145,0
2026-01-31 13:47:57,2180,6,60.00,8266,0
2026-01-31 13:48:08,2187,6,35.00,8337,0
2026-01-31 13:48:19,2195,6,43.63,8459,0
2026-01-31 13:48:30,2200,6,27.27,8302,0
2026-01-31 13:48:41,2210,6,54.54,8412,0
2026-01-31 13:48:53,2221,6,55.00,8551,0
2026-01-31 13:49:04,2229,6,43.63,8626,0
2026-01-31 13:49:15,2237,6,43.63,8755,0
2026-01-31 13:49:27,2266,6,158.18,8910,0
2026-01-31 13:49:38,2251,6,-75.00,8704,0
2026-01-31 13:49:49,2262,6,60.00,8855,0
2026-01-31 13:50:00,2272,6,54.54,8971,0
2026-01-31 13:50:11,2282,6,54.54,9055,0
2026-01-31 13:50:22,2288,6,32.72,9169,0
2026-01-31 13:50:33,2292,6,21.81,9024,0
2026-01-31 13:50:44,2302,6,54.54,9162,0
2026-01-31 13:50:56,2311,6,45.00,9260,0
2026-01-31 13:51:07,2327,6,87.27,9381,0
2026-01-31 13:51:18,2329,6,10.90,9451,0
2026-01-31 13:51:29,2343,6,76.36,9565,0
2026-01-31 13:51:41,2342,6,-5.45,9459,0
2026-01-31 13:51:52,2353,6,55.00,9595,0
2026-01-31 13:52:03,2364,6,60.00,9702,0
2026-01-31 13:52:14,2376,6,65.45,9811,0
2026-01-31 13:52:25,2381,6,27.27,9880,0
2026-01-31 13:52:36,2390,6,49.09,9763,0
2026-01-31 13:52:47,2396,6,32.72,9893,0
2026-01-31 13:52:58,2403,6,38.18,10009,0
2026-01-31 13:53:09,2425,6,120.00,10161,0
2026-01-31 13:53:21,2425,6,0,10199,0
2026-01-31 13:53:32,2433,6,43.63,10318,0
2026-01-31 13:53:44,2437,6,21.81,10246,0
2026-01-31 13:53:55,2450,6,65.00,10355,0
2026-01-31 13:54:06,2456,6,32.72,10441,0
2026-01-31 13:54:17,2463,6,38.18,10554,0
2026-01-31 13:54:29,2473,6,54.54,10601,0
2026-01-31 13:54:45,2473,6,0,10601,0
2026-01-31 13:54:57,2473,6,0,10601,0
2026-01-31 13:55:14,2473,6,0,10601,0
2026-01-31 13:55:26,2473,6,0,10601,0
2026-01-31 13:55:40,2473,6,0,10601,0
2026-01-31 13:55:53,2473,6,0,10601,0
2026-01-31 13:56:06,2473,6,0,10601,0
2026-01-31 13:56:19,2473,6,0,10601,0
2026-01-31 13:56:32,2473,6,0,10601,0
2026-01-31 13:56:45,2473,6,0,10601,0
2026-01-31 13:56:58,2473,6,0,10601,0
2026-01-31 13:57:11,2473,6,0,10601,0
2026-01-31 13:57:23,2473,6,0,10601,0
2026-01-31 13:57:36,2473,6,0,10601,0
2026-01-31 13:57:49,2473,6,0,10601,0
2026-01-31 13:58:02,2473,6,0,10601,0
2026-01-31 13:58:15,2473,6,0,10601,0
2026-01-31 13:58:28,2473,6,0,10601,0
2026-01-31 13:58:40,2473,6,0,10601,0
2026-01-31 13:58:54,2473,6,0,10601,0
2026-01-31 13:59:07,2473,6,0,10601,0
2026-01-31 13:59:19,,96,-11413.84,0,0
2026-01-31 13:59:32,,96,0,0,0
2026-01-31 13:59:44,,96,0,0,0
2026-01-31 13:59:56,,96,0,0,0
2026-01-31 14:00:08,,96,0,0,0
2026-01-31 14:00:21,,96,0,0,0
2026-01-31 14:00:33,,96,0,0,0
2026-01-31 14:00:45,,96,0,0,0
2026-01-31 14:00:58,,96,0,0,0
2026-01-31 14:01:10,,96,0,0,0
2026-01-31 14:01:23,,96,0,0,0
2026-01-31 14:01:40,,96,0,0,0
